ori,aggravated_assault,arson,burglary,homicide,human_trafficing,larceny,motor_vehicle_theft,property_crime,rape,robbery,violent_crime
IL0630100,3,0,7,0,0,61,3,71,2,0,5
AL0670200,21,0,74,0,0,108,12,194,2,0,23
TX0712800,3,0,6,0,0,19,5,30,0,1,4
PA0320900,0,0,0,0,0,9,0,9,0,0,0
NH0083600,0,0,3,0,0,12,2,17,2,0,2
IN0820000,147,1,68,1,0,299,44,411,18,2,168
NY351SL00,7,0,2,0,0,19,2,23,8,5,20
ID0050000,20,0,7,2,0,46,10,63,2,0,24
MI7633600,1,0,4,0,0,23,7,34,4,0,5
KYKSP0700,14,1,56,3,0,82,38,176,30,4,51
IL0600100,153,10,122,1,0,509,156,787,51,24,229
FL0170400,0,0,1,0,0,19,0,20,0,0,0
ID0140200,271,10,140,5,26,1126,147,1413,105,11,392
PA0562600,0,0,0,0,0,2,0,2,0,0,0
KY0740000,0,0,3,0,0,8,7,18,0,0,0
WI0420500,0,0,1,0,0,0,0,1,0,0,0
AL0510400,3,1,7,1,0,14,1,22,0,0,4
TX1840700,7,1,13,0,0,21,6,40,0,0,7
SC0370200,7,1,8,1,0,48,5,61,1,2,11
IL1010300,1,0,2,0,0,9,0,11,0,0,1
NM0260700,0,0,1,0,0,1,0,2,0,0,0
MD0160400,755,25,1050,16,14,10670,1336,13056,297,426,1494
KY0280100,3,1,8,0,0,20,3,31,1,0,4
OH0450000,48,2,232,0,0,510,84,826,12,11,71
VA0810300,0,0,0,0,0,9,0,9,0,0,0
NY0595600,0,0,12,0,0,81,11,104,0,0,0
PA0233700,42,1,42,7,0,857,110,1009,8,66,123
UT0271000,42,1,39,0,0,342,45,426,19,1,62
CA0381900,0,0,0,0,0,2,0,2,0,0,0
MI7407400,16,1,11,0,0,24,4,39,9,0,25
AK0013000,0,0,0,0,0,0,0,0,0,0,0
MI2012000,16,2,11,0,0,39,7,57,13,0,29
TX0190500,107,4,105,2,0,821,119,1045,13,28,150
VTVSP1200,17,0,13,0,0,64,1,78,6,1,24
OH0200000,16,1,12,0,0,81,3,96,2,0,18
NY0472000,5,0,6,0,0,78,4,88,0,2,7
NH0072400,4,0,3,0,0,89,3,95,3,1,8
WV0450100,0,0,0,0,0,4,0,4,1,0,1
IN0640200,31,1,28,1,0,393,18,439,24,5,61
MI6378400,71,2,67,2,0,1104,133,1304,9,20,102
IL0100500,2,1,2,0,0,42,2,46,1,0,3
IL0600200,10,0,5,0,0,30,5,40,6,0,16
TX0320100,12,1,22,1,0,43,13,78,2,1,16
NB0540500,0,0,1,0,0,0,0,1,0,0,0
VA0140100,1,0,0,0,0,36,2,38,0,0,1
PA0063600,3,0,7,1,0,104,11,122,1,2,7
TX0202800,2,0,2,0,0,6,0,8,0,0,2
MN0400200,9,0,1,0,0,30,1,32,1,0,10
NC0950300,1,0,1,0,0,57,1,59,5,0,6
CO0420000,36,3,38,2,0,65,30,133,6,1,45
IL0940300,16,0,13,1,0,93,17,123,2,0,19
OK0140000,26,2,33,1,0,94,32,159,12,0,39
MN0050300,1,0,2,0,0,9,0,11,0,1,2
NB0850000,7,0,2,0,0,12,2,16,2,0,9
NB0180000,0,0,1,0,0,0,0,1,0,0,0
CT0002500,2,0,11,0,0,180,30,221,0,1,3
KYKSP1200,8,0,8,2,0,20,13,41,5,1,16
WV0550200,0,0,0,0,0,0,0,0,0,0,0
MI3392600,43,0,55,0,0,723,72,850,17,17,77
GA0570100,126,2,116,0,35,420,87,623,41,9,176
CA0139925,3,0,0,1,0,5,46,51,0,0,4
OK0650500,0,0,0,0,0,0,1,1,0,0,0
PA012SP00,3,0,6,0,0,12,1,19,0,1,4
PA014SP00,16,2,49,1,0,211,19,279,19,1,37
VA128SP00,6,0,0,0,0,1,10,11,0,0,6
MO0640200,1,0,7,0,0,41,7,55,0,0,1
NY0332700,7,0,2,0,0,38,3,43,0,0,7
MI6385100,65,1,42,0,5,389,68,499,18,11,94
OK0770000,6,0,21,0,0,31,7,59,1,0,7
AR0510000,17,0,9,0,0,28,2,39,5,0,22
NJ0225500,104,0,0,1,0,0,0,0,0,0,105
SC0170100,146,4,81,2,0,386,31,498,3,8,159
TX1530200,7,1,9,0,0,19,1,29,0,1,8
MT0400000,3,0,0,0,0,1,0,1,0,0,3
AL0230400,0,0,0,0,0,1,0,1,0,0,0
VA0570000,4,0,8,2,0,42,3,53,6,0,12
MO0610000,7,0,10,0,0,45,10,65,2,0,9
IL0164900,2,0,4,0,0,152,13,169,0,0,2
MA0080500,18,0,11,0,0,86,6,103,7,0,25
AL0011300,30,2,142,0,0,148,54,344,2,6,38
NJ0142600,5,0,5,0,0,22,0,27,0,1,6
NY0392000,0,0,0,0,0,2,0,2,0,0,0
AL0390200,8,0,11,0,0,35,7,53,0,0,8
NJ009149E,0,0,0,0,0,24,0,24,0,0,0
PA0431000,0,0,2,0,0,2,0,4,1,0,1
VA0260200,0,0,1,0,0,5,0,6,0,0,0
KYKSP0900,48,1,85,8,0,115,91,291,36,4,96
CT0009500,19,8,63,2,0,328,76,467,20,25,66
NB0790300,0,0,0,0,0,3,1,4,0,0,0
NJ0151200,39,0,23,1,0,191,6,220,2,3,45
AR0171200,0,0,1,0,0,8,0,9,1,0,1
CA0150700,68,5,86,0,0,299,115,500,6,10,84
NY0356700,16,0,29,0,0,309,14,352,5,2,23
KY0080500,2,0,0,0,0,25,17,42,0,0,2
NB0930100,10,1,7,1,2,63,10,80,4,2,17
GA0080600,2,0,1,0,0,18,5,24,2,1,5
NC0880200,0,0,0,0,0,1,0,1,0,0,0
TN0330500,1,0,1,0,0,24,2,27,0,0,1
SC0370500,0,0,0,0,0,3,0,3,0,0,0
CO0210300,12,7,28,0,0,62,12,102,2,0,14
OH0151500,0,0,1,0,0,65,0,66,0,0,0
MN0400400,0,0,1,0,0,3,0,4,0,0,0
NY0143200,0,0,1,0,0,5,0,6,0,0,0
OH0771000,10,0,25,0,0,148,14,187,2,4,16
CO0230200,2,0,5,0,0,12,4,21,2,0,4
TX227289E,2,0,5,0,0,55,4,64,0,0,2
UT0184200,25,0,57,0,0,525,55,637,8,7,40
NC0230800,0,0,0,0,0,1,2,3,0,0,0
AL0300300,8,0,3,0,0,25,4,32,0,0,8
AR0750200,8,0,3,0,0,6,0,9,0,0,8
MI4677600,4,0,5,0,0,28,4,37,3,1,8
SC0381100,14,0,14,0,0,54,5,73,1,2,17
PA0070800,0,0,0,0,0,8,0,8,0,0,0
TX2320100,74,3,65,22,0,293,22,380,18,4,118
FL013950X,27,0,21,0,0,329,44,394,2,7,36
NY0136400,3,0,2,0,0,121,5,128,0,0,3
PA0480600,11,0,7,1,0,29,2,38,0,0,12
CO0070000,73,5,151,3,0,508,81,740,17,3,96
IN0900100,4,2,14,0,0,63,7,84,5,0,9
OK0600200,111,6,213,5,0,646,69,928,25,9,150
MA309SP00,20,1,5,0,0,4,5,14,2,0,22
IA0600000,14,1,22,0,0,32,12,66,1,0,15
PA0281800,0,0,0,0,0,1,0,1,0,0,0
WI0230100,6,0,1,1,0,167,8,176,2,1,10
GA1210600,7,0,12,0,0,21,0,33,4,1,12
AR0150100,20,4,19,1,0,255,9,283,5,1,27
NJ0022800,1,0,15,0,0,3,2,20,0,0,1
OH0440100,1,0,5,0,0,0,0,5,1,0,2
MI3313300,103,1,89,0,1,371,71,531,33,4,140
KY0480300,0,0,1,0,0,0,0,1,0,0,0
CA0500500,27,0,58,1,0,207,84,349,5,10,43
KS0400300,2,1,2,0,0,9,2,13,0,0,2
OH0771800,0,0,0,0,0,1,0,1,0,0,0
SC0140200,5,0,5,0,0,39,3,47,0,1,6
AR0280200,0,0,1,0,0,5,0,6,0,0,0
ME0090500,3,0,14,0,0,45,6,65,7,1,11
KS0190700,0,0,0,0,0,35,2,37,1,0,1
IL0200200,1,0,1,0,0,15,1,17,1,0,2
AR0270000,15,3,46,0,0,82,21,149,4,0,19
PA0094300,6,0,1,0,0,34,3,38,1,1,8
OR0270200,16,1,14,0,0,119,17,150,0,1,17
PA0210700,1,0,9,0,0,41,4,54,0,0,1
OK0440200,26,1,46,1,0,109,23,178,3,1,31
AZ0150100,8,0,15,0,0,35,7,57,2,2,12
GA1110100,88,0,49,5,0,219,38,306,2,12,107
GA0605800,27,1,53,1,0,315,21,389,4,2,34
NB0790000,7,0,15,0,0,52,11,78,3,0,10
RI0030500,6,2,11,0,0,109,19,139,5,0,11
AL0200500,0,0,3,0,0,4,2,9,0,0,0
NH0060000,2,0,0,0,0,0,0,0,0,0,2
GA0700100,2,0,5,0,0,8,1,14,0,0,2
IN0120100,4,1,6,0,0,41,2,49,2,0,6
MI8270500,6,0,0,0,0,14,3,17,0,0,6
MI7532500,2,0,4,0,0,20,2,26,1,0,3
PA0560300,32,0,3,0,0,13,2,18,0,1,33
AZ0110000,245,9,226,6,0,991,212,1429,12,11,274
TN0792400,0,0,0,0,0,4,0,4,0,0,0
MNDI02400,19,0,13,0,0,57,11,81,1,1,21
PA0350700,0,0,1,0,0,9,0,10,0,0,0
NB0510000,1,0,2,0,0,8,2,12,0,0,1
NC0510600,0,0,2,0,0,18,2,22,1,0,1
MI3222800,3,0,7,0,0,40,0,47,3,0,6
NC0600400,33,3,48,1,0,245,27,320,3,5,42
TN0050100,35,0,23,1,0,189,34,246,8,3,47
LA0440000,175,11,150,2,0,613,99,862,17,10,204
OH0740000,3,0,13,0,0,185,2,200,13,2,18
FL0351400,5,0,7,0,0,0,2,9,0,0,5
MD0210100,9,1,22,1,0,181,8,211,5,6,21
GA0790000,25,5,22,0,0,80,16,118,6,0,31
PA0020000,0,0,0,0,0,4,1,5,0,1,1
OK0540000,3,0,23,0,0,40,10,73,2,0,5
TX1980200,2,0,9,0,0,9,1,19,2,0,4
NC0590100,67,2,37,1,0,157,14,208,7,8,83
ND0340300,0,0,1,0,0,2,1,4,0,0,0
CA0010900,3329,191,2693,121,0,17347,7697,27737,330,2736,6516
TX1083200,10,0,12,0,0,26,2,40,0,1,11
OK0160200,4,0,9,0,0,22,5,36,0,1,5
NH0072600,6,1,4,0,0,18,4,26,2,1,9
PA0634400,0,0,0,0,0,11,0,11,0,0,0
GA1130200,0,0,0,0,0,0,0,0,0,0,0
OK0611400,2,0,4,0,0,1,0,5,0,0,2
MN0850300,0,0,0,0,0,1,1,2,0,0,0
GA0220700,1,0,0,0,0,11,2,13,1,0,2
MI3803800,63,0,40,0,0,74,19,133,19,0,82
TN0110100,22,1,16,0,0,100,14,130,0,1,23
MN0272100,46,6,110,0,6,1383,178,1671,17,24,87
MN0830000,6,0,9,0,0,14,4,27,1,0,7
OR0030700,93,18,84,0,0,621,119,824,20,23,136
OH0860700,1,0,1,0,0,15,0,16,0,0,1
OK0101400,1,0,0,0,0,4,1,5,0,0,1
KY1110100,4,0,9,0,0,21,1,31,0,0,4
NJ0072800,0,0,0,0,0,1,0,1,0,0,0
KY0471500,0,0,0,3,0,6,0,6,0,0,3
MT0160200,55,0,12,0,0,183,19,214,9,0,64
LA0280000,217,1,223,9,0,646,122,991,22,19,267
PA0111000,1,0,0,0,0,2,0,2,0,0,1
KS0871600,27,1,40,0,0,225,32,297,9,1,37
OK0210800,10,4,19,0,0,37,16,72,6,0,16
DE0031100,3,0,4,0,0,19,1,24,0,0,3
CA0401200,0,0,19,0,0,29,0,48,0,0,0
PA0251700,0,0,0,0,0,6,0,6,0,0,0
DE0029Z0X,1,0,0,0,0,0,0,0,0,0,1
FL0131100,94,0,68,0,2,1234,0,1302,9,18,121
MDMSP5000,2,0,0,0,0,8,2,10,0,1,3
AR0100100,18,1,53,0,0,133,9,195,5,2,25
OR007SP00,0,0,0,0,0,3,1,4,0,0,0
CO0560000,0,0,2,0,0,2,1,5,1,0,1
AL0450200,2,0,0,1,0,5,0,5,0,0,3
VA086SP00,0,0,0,0,1,19,10,29,2,0,2
TN0470000,545,13,323,5,0,1995,377,2695,65,18,633
MO0140000,59,2,63,0,0,200,22,285,10,0,69
WI0710900,4,1,24,0,0,135,15,174,5,0,9
PA0401800,4,0,5,1,0,97,10,112,2,3,10
CO0540200,1,0,9,0,0,26,3,38,0,0,1
TN0490200,10,0,8,0,0,33,6,47,1,1,12
FL0530900,30,0,41,2,0,233,34,308,1,8,41
NH0073800,0,0,3,1,0,13,0,16,4,0,5
MA0011500,63,3,33,0,3,189,5,227,16,2,81
OR0340500,0,0,4,0,0,12,0,16,0,0,0
CA0390500,2536,201,1760,48,3,5636,1482,8878,178,980,3742
MA0122200,3,0,4,0,0,32,3,39,2,0,5
CA0290800,94,4,34,0,0,79,28,141,3,5,102
TX2141000,0,0,0,0,0,6,0,6,0,0,0
MA0072000,0,0,0,0,0,1,0,1,0,0,0
OK0552300,8,5,9,0,0,53,11,73,3,0,11
FL0540400,0,0,0,0,0,4,0,4,0,0,0
MO0770000,22,1,10,1,0,27,6,43,4,1,28
TX1522000,0,0,3,0,0,5,0,8,0,0,0
AZ0010300,17,1,12,0,0,24,6,42,3,0,20
CA0089920,8,0,6,0,0,30,46,82,0,0,8
VA0730200,0,0,0,0,0,19,0,19,6,0,6
MO1050300,0,0,0,0,0,0,0,0,0,0,0
IL0990600,2,0,17,0,0,121,7,145,6,1,9
OK0140300,10,1,7,0,0,29,7,43,1,0,11
TX1012300,43,1,17,1,0,276,42,335,15,9,68
AZ0072900,754,30,929,7,2,6405,792,8126,156,178,1095
TN0260100,0,0,6,0,0,27,1,34,2,0,2
NB0560000,4,0,15,0,0,24,4,43,1,0,5
PA0026100,6,0,2,0,0,67,3,72,0,0,6
WI0680900,1,0,2,0,0,50,6,58,1,1,3
FL0420100,150,6,156,2,0,1147,0,1303,32,37,221
MO1030400,4,0,5,0,0,17,2,24,2,0,6
IA0780000,71,1,31,0,0,117,23,171,13,2,86
OH0600400,1,0,1,0,0,6,0,7,0,0,1
NY0452000,5,0,4,0,0,21,0,25,0,2,7
MI8052400,2,0,7,0,0,15,1,23,0,0,2
TX0080200,3,0,15,0,0,67,17,99,0,1,4
IL0380000,7,1,12,0,0,107,10,129,4,0,11
UT0130200,9,0,2,0,0,32,2,36,1,0,10
SC0260800,6,0,12,0,0,125,15,152,2,2,10
MO0230000,2,0,14,0,0,44,9,67,0,0,2
MD300SP00,0,0,0,0,0,2,0,2,0,0,0
TX1000900,7,0,14,1,0,96,9,119,9,0,17
MO0100100,4,0,5,0,0,52,4,61,0,3,7
NH0054000,0,0,0,0,0,1,0,1,0,0,0
PA0462800,8,0,1,0,0,62,2,65,0,0,8
MN0270900,31,0,56,0,0,311,54,421,3,2,36
MN0560200,1,0,0,0,0,4,2,6,1,0,2
MO0030300,1,0,6,0,0,3,0,9,1,0,2
OK0572300,0,0,2,0,0,1,0,3,0,0,0
AK0014200,2,0,1,0,0,36,3,40,0,0,2
CA0150500,55,10,21,3,0,66,70,157,10,13,81
MI5155000,9,1,16,1,0,145,7,168,7,0,17
MO0490100,13,2,13,0,0,64,8,85,2,0,15
GA0330400,128,0,109,2,0,719,106,934,34,26,190
SC0320100,33,0,21,0,0,158,11,190,4,1,38
PA0483100,0,0,1,0,0,5,2,8,0,0,0
CA048080X,0,0,0,0,0,1,0,1,0,0,0
UT0010000,6,0,12,0,0,37,6,55,7,0,13
VA0300000,32,1,17,1,0,225,18,260,13,3,49
KY0830000,5,0,1,0,0,8,2,11,0,0,5
SC0150000,168,5,117,15,0,400,97,614,3,10,196
CA0049941,0,0,0,0,0,0,58,58,0,0,0
MI6347500,4,0,2,0,0,15,1,18,2,0,6
WI0541100,0,0,0,0,0,3,0,3,0,0,0
NC0770000,203,5,339,11,0,584,120,1043,12,15,241
MN0560400,0,0,0,0,0,1,0,1,0,0,0
KY0650000,1,0,5,0,0,10,3,18,0,0,1
CA0409901,0,0,0,0,0,1,1,2,0,0,0
KY0500100,3,0,4,0,0,7,3,14,0,0,3
VA081SP00,6,0,0,0,1,0,2,2,0,1,7
TX2202700,5,0,3,0,0,3,1,7,0,0,5
OR018SP00,26,3,0,0,0,15,7,22,1,0,27
OH0091600,5,0,11,0,0,42,2,55,0,0,5
CO0010500,232,31,448,2,3,3128,1466,5042,48,92,374
CA0071100,155,14,78,0,0,331,354,763,12,65,232
FL0310300,0,0,0,0,0,0,0,0,0,0,0
IL0161C00,0,0,1,0,0,20,3,24,0,0,0
OK0601100,0,1,1,0,0,14,0,15,0,0,0
TN0660300,4,0,1,1,0,11,2,14,1,0,6
CA0120800,0,3,12,0,0,74,3,89,1,1,2
TN0770100,19,0,11,0,0,69,20,100,0,1,20
NY301SG00,11,1,7,0,0,77,5,89,26,5,42
TN0840400,9,0,3,0,0,11,3,17,1,0,10
IL0500600,0,0,1,0,0,7,1,9,2,0,2
MA0145900,26,0,22,0,0,56,7,85,2,1,29
TX1010600,23,0,23,0,0,82,31,136,5,4,32
MI7456200,9,1,13,0,0,62,1,76,3,0,12
SC0010000,69,2,192,1,0,107,23,322,11,3,84
TN0580500,12,0,4,0,0,52,4,60,0,1,13
IN0710500,1,0,4,0,0,6,1,11,0,1,2
GA1470200,26,0,23,1,0,184,20,227,5,5,37
MI5215200,6,0,10,0,0,84,8,102,2,0,8
MO1050000,27,0,96,0,0,221,59,376,15,0,42
NJ0082100,13,1,15,0,0,87,10,112,0,1,14
NY0323900,0,0,1,0,0,4,0,5,0,0,0
CO0070400,286,35,319,8,0,2138,398,2855,125,29,448
MA0092300,8,0,18,0,0,71,8,97,6,1,15
MI5260900,4,0,1,0,0,29,0,30,1,2,7
NBNSP2300,0,0,0,0,0,0,1,1,0,0,0
MS0180700,0,0,0,0,0,1,0,1,0,0,0
MO0550500,1,0,2,0,0,1,0,3,0,0,1
NB0800200,1,0,5,0,0,1,1,7,1,0,2
TX0190200,1,0,4,0,0,6,3,13,0,0,1
NY0082800,0,0,1,0,0,2,0,3,0,0,0
PA0020Z00,1,1,1,0,0,16,1,18,0,0,1
WA0240100,1,0,4,0,0,13,2,19,1,0,2
KS0460600,333,9,573,5,0,3559,576,4708,56,43,437
WA0090000,15,0,78,0,0,174,50,302,9,0,24
IA0630200,12,1,12,0,0,57,7,76,3,0,15
WI0370000,37,1,43,0,0,250,14,307,19,0,56
AL0390900,0,0,0,0,0,0,0,0,0,0,0
GA0490100,71,1,20,1,0,74,10,104,4,4,80
NB0450000,0,1,0,0,0,2,0,2,0,0,0
NC0970200,14,3,29,0,0,145,13,187,1,2,17
PA0110900,0,0,0,0,0,4,0,4,0,0,0
VA103SP00,6,1,0,0,0,6,159,165,0,0,6
MS0480000,25,3,46,0,0,50,22,118,9,1,35
UT0030100,58,1,82,0,0,588,46,716,40,2,100
MI5705700,3,1,14,0,0,11,2,27,12,0,15
MO0100400,8,2,5,0,0,219,11,235,4,0,12
MA0112800,3,0,17,0,0,183,2,202,1,0,4
CA0241200,5,0,1,0,0,60,2,63,2,0,7
NC0180100,23,2,40,2,0,266,34,340,6,2,33
TX1016600,4,0,10,0,0,30,7,47,0,0,4
OK0191100,2,1,3,0,0,6,2,11,1,0,3
WI0650100,9,0,5,0,1,136,14,155,2,0,11
OH0182000,96,2,79,8,0,403,29,511,23,13,140
KY0940000,2,0,23,0,0,17,4,44,0,1,3
WI0460200,3,0,6,0,0,59,1,66,2,0,5
AR0170300,1,0,8,0,0,23,2,33,5,0,6
IL0990200,93,3,60,5,0,436,65,561,40,24,162
KY0150500,11,4,11,0,0,83,36,130,2,0,13
WA0171700,54,9,132,3,0,740,264,1136,9,33,99
MN0191100,36,9,56,0,1,399,54,509,19,3,58
VA0130100,2,0,4,0,0,6,0,10,0,0,2
WA0172900,0,0,0,0,0,2,0,2,1,0,1
AL0012100,26,0,18,4,0,641,33,692,3,8,41
OK0770500,1,0,1,0,0,5,0,6,0,0,1
MT0240100,48,3,19,0,0,198,32,249,4,6,58
VA0980100,14,7,9,0,1,48,4,61,4,3,21
SC0060100,42,1,34,3,0,119,16,169,8,2,55
IL0200000,5,0,15,0,0,15,7,37,1,0,6
KY0710900,0,0,0,0,0,0,0,0,0,0,0
IN0380000,2,0,3,0,0,22,2,27,0,0,2
IN0320300,31,1,52,3,1,521,70,643,15,6,55
OH0360400,0,0,2,0,0,2,1,5,0,0,0
DE002159E,0,0,1,0,0,1,0,2,0,0,0
NY0022800,9,0,7,0,0,57,5,69,3,4,16
SC0010100,23,1,11,3,0,76,7,94,2,0,28
TX2390000,20,0,27,1,0,56,16,99,9,0,30
TX0921500,0,0,0,0,0,0,2,2,0,0,0
GA0080000,10,11,79,0,0,331,29,439,0,0,10
PA0231000,0,0,3,0,0,4,0,7,0,0,0
KY1180000,8,3,24,0,0,22,20,66,0,1,9
OK0161600,10,0,0,0,0,22,0,22,2,0,12
KY0410000,12,0,20,0,0,57,17,94,0,0,12
IDDI00900,7,1,3,0,0,8,7,18,1,0,8
PA0010200,17,0,2,0,0,20,0,22,2,0,19
MO0630000,22,0,5,0,0,22,112,139,4,0,26
WV0140100,13,0,0,0,0,5,1,6,1,0,14
VT0090400,0,0,0,0,0,2,0,2,0,0,0
MD0050000,86,2,37,2,0,412,28,477,6,8,102
VA0920000,24,2,37,1,1,169,20,226,24,1,50
WA0360200,5,0,49,0,0,163,9,221,0,2,7
WV0010200,23,0,7,0,0,20,2,29,1,0,24
OR0270100,41,10,33,0,0,281,32,346,6,2,49
MN0440000,24,0,10,0,0,39,7,56,2,0,26
CA0014100,1,0,11,0,0,6,2,19,0,0,1
CA0160300,98,1,57,0,0,293,88,438,20,7,125
VT0130100,5,0,4,0,0,44,4,52,0,0,5
CA0109935,1,1,3,0,0,28,196,227,1,1,3
PA0091200,6,0,0,1,0,53,2,55,2,1,10
CA0010400,60,5,150,0,0,1495,283,1928,3,79,142
GA0930000,44,2,34,0,1,132,18,184,8,1,53
MN0180600,1,0,0,0,0,1,1,2,0,0,1
ALDPS0000,2,0,0,0,0,0,2,2,0,0,2
VT0010300,1,1,0,0,0,33,0,33,1,0,2
TX1660000,5,0,13,0,0,32,16,61,0,0,5
PA0093000,0,0,0,0,0,3,0,3,0,0,0
CA0440000,289,18,204,0,0,791,18,1013,45,37,371
MO0500200,6,0,1,0,0,11,1,13,1,0,7
TX0420100,3,0,6,0,0,9,5,20,2,1,6
MN0270800,21,1,61,0,0,320,43,424,7,12,40
WA0170100,241,32,882,13,0,2186,1266,4334,42,125,421
NY0120000,8,2,38,0,0,66,2,106,4,0,12
TX2000700,0,0,1,0,0,0,0,1,0,0,0
VA0130000,5,1,21,3,0,76,20,117,7,3,18
MO0310000,22,1,7,0,0,47,7,61,3,2,27
PA0651500,0,0,0,0,0,2,2,4,0,0,0
CA0120700,15,1,9,0,0,59,8,76,3,2,20
TX1290100,54,1,32,0,0,286,43,361,5,3,62
FL0500000,1053,37,757,27,0,5946,796,7499,179,193,1452
AR0560300,11,1,12,1,0,21,3,36,4,0,16
NJ0160200,43,0,104,2,0,1420,190,1714,7,41,93
PA0115900,6,0,1,0,0,21,2,24,1,0,7
NB0790100,48,5,42,1,0,367,38,447,13,2,64
NH0080600,1,0,0,0,0,10,0,10,0,1,2
PA0061100,0,0,4,0,0,7,0,11,0,0,0
CA0301900,377,33,405,13,0,1677,512,2594,97,133,620
MN0720600,2,0,0,0,0,0,0,0,0,0,2
OK0030000,8,2,15,0,0,47,15,77,0,0,8
IL0890000,6,1,26,0,0,61,5,92,5,0,11
TN0540000,75,1,88,0,0,200,102,390,4,4,83
KY0562300,0,0,1,0,0,6,1,8,0,0,0
KY0910000,2,0,3,0,0,3,2,8,3,0,5
OH0370000,42,1,51,1,0,129,30,210,19,2,64
OH0251200,10,0,13,0,0,197,19,229,1,3,14
KY0590600,0,0,1,0,0,16,4,21,0,0,0
MO0890000,83,3,31,1,0,73,19,123,7,1,92
NC0950200,2,0,8,0,0,22,1,31,0,0,2
IL0225000,0,3,0,0,0,6,0,6,0,1,1
LA0100200,386,3,538,14,1,1638,222,2398,32,53,485
CA0010200,19,12,70,0,0,432,62,564,5,16,40
TX0090000,0,0,0,0,0,12,0,12,2,0,2
IL0390200,23,0,26,0,0,166,7,199,8,2,33
WADI06700,10,1,4,0,0,64,22,90,2,3,15
OH0091800,3,0,9,0,0,147,7,163,2,3,8
OR0290500,4,0,3,0,0,3,1,7,0,0,4
MI631920X,6,0,19,0,0,56,6,81,2,0,8
WI0320800,1,0,0,0,0,37,0,37,1,0,2
NVDI05100,3,0,2,0,0,4,6,12,0,0,3
NY0410000,14,0,17,1,0,146,9,172,6,2,23
SC0380700,14,0,4,0,0,33,7,44,0,0,14
CO0360000,11,0,41,0,0,40,18,99,4,0,15
WV0060400,5,0,9,0,0,21,5,35,0,0,5
TN0350000,101,0,56,1,0,84,24,164,6,0,108
UT0220000,19,0,46,0,0,267,46,359,42,2,63
AR0080300,13,0,11,0,0,29,7,47,6,2,21
KY0220200,3,0,1,0,0,7,0,8,0,0,3
OH0070300,0,0,1,0,0,4,0,5,0,0,0
SC0041100,0,0,0,0,0,2,0,2,0,0,0
PA0110400,40,1,52,7,0,200,18,270,9,6,62
NC0760000,72,17,225,1,1,553,73,851,22,7,102
NY0229000,0,0,0,0,0,0,0,0,0,0,0
MN0120200,0,0,0,0,0,2,0,2,0,0,0
MN0660300,1,0,5,0,0,25,0,30,0,0,1
TX1100400,3,0,0,0,0,3,0,3,0,0,3
TN0290100,0,0,3,0,0,5,2,10,0,0,0
OR016SP00,6,0,1,0,0,0,0,1,0,0,6
AR0680200,0,0,0,0,0,1,0,1,0,0,0
GA1370400,0,0,0,0,0,31,1,32,1,0,1
WA0311400,5,0,22,0,0,93,8,123,1,1,7
IN0260000,22,1,7,0,0,89,14,110,5,2,29
LA0210000,89,3,52,0,0,209,30,291,5,0,94
ME0100300,0,0,2,0,0,27,1,30,1,0,1
WVWSP1000,6,0,5,0,0,40,8,53,7,0,13
ND0110200,0,0,3,0,0,2,0,5,0,0,0
TN0190600,4,0,5,0,0,68,1,74,0,1,5
IL0790000,0,0,0,0,0,0,0,0,0,0,0
IL0990800,6,1,9,0,0,134,13,156,8,0,14
FL0580300,68,19,91,2,0,682,24,797,24,7,101
MT0160600,3,1,3,0,0,99,2,104,3,0,6
VA013SP00,0,0,0,0,0,0,1,1,0,0,0
PA0280600,4,1,12,0,0,182,5,199,0,0,4
PA0092100,5,0,11,0,0,141,7,159,4,7,16
KS0440600,0,0,2,0,0,9,0,11,0,0,0
TX2203200,6,0,28,1,0,335,13,376,6,3,16
MA0020300,4,0,2,0,0,4,4,10,1,0,5
MI2602600,0,0,0,0,0,1,0,1,2,0,2
KS0700400,0,0,2,0,0,6,0,8,0,0,0
SD0320100,43,0,30,1,0,200,18,248,20,5,69
MT0450400,1,0,0,0,0,3,0,3,0,0,1
VA119SP00,4,0,0,1,2,3,2,5,0,0,5
TX2010000,43,2,106,1,0,193,54,353,13,4,61
PA0022400,0,0,0,0,0,2,0,2,0,0,0
FL0502800,58,5,19,0,0,458,26,503,18,6,82
TX1700500,43,0,31,0,0,108,16,155,6,3,52
ME0030300,3,2,3,0,0,76,7,86,1,0,4
NJ0023100,25,1,24,2,0,272,38,334,3,4,34
IL1010000,108,9,106,1,2,210,43,359,34,4,147
NJ0111200,8,1,5,0,0,76,9,90,1,1,10
UT0240300,1,0,4,0,0,16,3,23,3,0,4
TX0610700,2,0,6,0,0,15,4,25,2,0,4
PA0092300,3,0,3,2,0,13,5,21,0,0,5
OH0800100,5,0,19,0,0,304,8,331,11,1,17
GA0600500,119,3,110,6,6,915,93,1118,29,19,173
UT0210700,2,0,0,0,0,0,0,0,1,0,3
AL0160600,0,0,0,0,0,0,0,0,0,0,0
ME0020300,1,1,5,0,0,16,3,24,1,0,2
NJ0182100,4,0,22,0,0,253,14,289,0,0,4
MN0290200,0,0,2,0,0,9,0,11,0,0,0
TN0840000,73,5,41,0,0,198,53,292,8,3,84
